,condition,correct,correct_response,frequency,i_acquisition_trial,i_block,internal_node_id,key_press,rt,stage,stimulus,subject,time_elapsed,trial_index,trial_type,valence,distance,i_generalization_trial,tone,positive_key,negative_key,association
1106,,0.0,space,,,2.0,0.0-16.0-1.2,81,546,generalization,sound/760,5.0,917696.0,495.0,audio-keyboard-response,negative,60,62.0,760.0,80.0,81.0,
1107,,1.0,space,,,2.0,0.0-16.0-1.3,32,1362,generalization,sound/500,5.0,920564.0,498.0,audio-keyboard-response,control,,63.0,,80.0,81.0,
1108,,0.0,space,,,2.0,0.0-16.0-1.4,81,843,generalization,sound/920,5.0,922916.0,501.0,audio-keyboard-response,control,,64.0,,80.0,81.0,
1109,,0.0,space,,,2.0,0.0-16.0-1.5,81,520,generalization,sound/900,5.0,924941.0,504.0,audio-keyboard-response,control,,65.0,,80.0,81.0,
1110,,0.0,space,,,2.0,0.0-16.0-1.6,81,835,generalization,sound/360,5.0,927281.0,507.0,audio-keyboard-response,positive,60,66.0,360.0,80.0,81.0,
1111,,1.0,q,,,2.0,0.0-16.0-1.7,81,609,generalization,sound/700,5.0,929396.0,510.0,audio-keyboard-response,negative,0,67.0,,80.0,81.0,
1112,,1.0,space,,,2.0,0.0-16.0-1.8,32,885,generalization,sound/320,5.0,931788.0,513.0,audio-keyboard-response,positive,20,68.0,320.0,80.0,81.0,
1113,,1.0,space,,,2.0,0.0-16.0-1.9,32,846,generalization,sound/720,5.0,934141.0,516.0,audio-keyboard-response,negative,20,69.0,720.0,80.0,81.0,
1114,,0.0,q,,,2.0,0.0-16.0-1.10,32,360,generalization,sound/700,5.0,936008.0,519.0,audio-keyboard-response,negative,0,70.0,,80.0,81.0,
1115,,1.0,space,,,2.0,0.0-16.0-1.11,32,545,generalization,sound/480,5.0,938063.0,522.0,audio-keyboard-response,control,,71.0,,80.0,81.0,
1116,,0.0,space,,,2.0,0.0-16.0-1.12,80,593,generalization,sound/240,5.0,940162.0,525.0,audio-keyboard-response,positive,-60,72.0,240.0,80.0,81.0,
1117,,1.0,p,,,2.0,0.0-16.0-1.13,80,565,generalization,sound/300,5.0,942231.0,528.0,audio-keyboard-response,positive,0,73.0,,80.0,81.0,
1118,,0.0,space,,,2.0,0.0-16.0-1.14,81,732,generalization,sound/800,5.0,944472.0,531.0,audio-keyboard-response,negative,100,74.0,800.0,80.0,81.0,
1119,,1.0,space,,,2.0,0.0-16.0-1.15,32,621,generalization,sound/520,5.0,946599.0,534.0,audio-keyboard-response,control,,75.0,,80.0,81.0,
1120,,1.0,space,,,2.0,0.0-16.0-1.16,32,642,generalization,sound/680,5.0,948750.0,537.0,audio-keyboard-response,negative,-20,76.0,680.0,80.0,81.0,
1121,,0.0,space,,,2.0,0.0-16.0-1.17,80,535,generalization,sound/200,5.0,950790.0,540.0,audio-keyboard-response,positive,-100,77.0,200.0,80.0,81.0,
1122,,0.0,space,,,2.0,0.0-16.0-1.18,81,692,generalization,sound/640,5.0,952990.0,543.0,audio-keyboard-response,negative,-60,78.0,640.0,80.0,81.0,
1123,,0.0,space,,,2.0,0.0-16.0-1.19,80,652,generalization,sound/305,5.0,955148.0,546.0,audio-keyboard-response,positive,5,79.0,305.0,80.0,81.0,
1124,,1.0,p,,,2.0,0.0-16.0-1.20,80,469,generalization,sound/300,5.0,957125.0,549.0,audio-keyboard-response,positive,0,80.0,,80.0,81.0,
1125,,0.0,space,,,2.0,0.0-16.0-1.21,81,562,generalization,sound/695,5.0,959192.0,552.0,audio-keyboard-response,negative,-5,81.0,695.0,80.0,81.0,
1126,,0.0,space,,,2.0,0.0-16.0-1.22,81,557,generalization,sound/705,5.0,961255.0,555.0,audio-keyboard-response,negative,5,82.0,705.0,80.0,81.0,
1127,,0.0,space,,,2.0,0.0-16.0-1.23,81,1086,generalization,sound/400,5.0,963849.0,558.0,audio-keyboard-response,positive,100,83.0,400.0,80.0,81.0,
1128,,0.0,space,,,2.0,0.0-16.0-1.24,81,533,generalization,sound/880,5.0,965891.0,561.0,audio-keyboard-response,control,,84.0,,80.0,81.0,
1129,,1.0,space,,,2.0,0.0-16.0-1.25,32,972,generalization,sound/600,5.0,968369.0,564.0,audio-keyboard-response,negative,-100,85.0,600.0,80.0,81.0,
1130,,1.0,p,,,2.0,0.0-16.0-1.26,80,742,generalization,sound/300,5.0,970617.0,567.0,audio-keyboard-response,positive,0,86.0,,80.0,81.0,
1131,,1.0,q,,,2.0,0.0-16.0-1.27,81,572,generalization,sound/700,5.0,972695.0,570.0,audio-keyboard-response,negative,0,87.0,,80.0,81.0,
1132,,0.0,space,,,2.0,0.0-16.0-1.28,80,543,generalization,sound/280,5.0,974745.0,573.0,audio-keyboard-response,positive,-20,88.0,280.0,80.0,81.0,
1133,,1.0,p,,,2.0,0.0-16.0-1.29,80,669,generalization,sound/300,5.0,976921.0,576.0,audio-keyboard-response,positive,0,89.0,,80.0,81.0,
1134,pavlovian,1.0,,300,,0.0,0.0-1.0-1.0,,,acquisition,sound/300,6.0,780620.0,2.0,audio-keyboard-response,positive,,,,81.0,80.0,
1135,instrumental,0.0,p,700,0.0,0.0,0.0-1.0-1.1,,,acquisition,sound/700,6.0,785729.0,5.0,audio-keyboard-response,negative,,,,81.0,80.0,
1136,instrumental,0.0,q,300,1.0,0.0,0.0-1.0-1.2,,,acquisition,sound/300,6.0,790837.0,8.0,audio-keyboard-response,positive,,,,81.0,80.0,
1137,instrumental,0.0,,500,2.0,0.0,0.0-1.0-1.3,81,1645,acquisition,sound/500,6.0,795087.0,11.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1138,instrumental,0.0,,500,3.0,0.0,0.0-1.0-1.4,81,1870,acquisition,sound/500,6.0,799590.0,14.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1139,instrumental,0.0,p,700,4.0,0.0,0.0-1.0-1.5,81,1509,acquisition,sound/700,6.0,803705.0,17.0,audio-keyboard-response,negative,,,,81.0,80.0,
1140,instrumental,1.0,q,300,5.0,0.0,0.0-1.0-1.6,81,939,acquisition,sound/300,6.0,807251.0,20.0,audio-keyboard-response,positive,,,,81.0,80.0,
1141,instrumental,0.0,,500,6.0,0.0,0.0-1.0-1.7,80,1671,acquisition,sound/500,6.0,811529.0,23.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1142,instrumental,0.0,q,300,7.0,0.0,0.0-1.0-1.8,80,1436,acquisition,sound/300,6.0,815623.0,26.0,audio-keyboard-response,positive,,,,81.0,80.0,
1143,instrumental,0.0,p,700,8.0,0.0,0.0-1.0-1.9,81,907,acquisition,sound/700,6.0,819159.0,29.0,audio-keyboard-response,negative,,,,81.0,80.0,
1144,pavlovian,0.0,,700,,0.0,0.0-1.0-1.10,,,acquisition,sound/700,6.0,824266.0,32.0,audio-keyboard-response,negative,,,,81.0,80.0,
1145,pavlovian,0.0,,700,,0.0,0.0-1.0-1.11,81,1942,acquisition,sound/700,6.0,829374.0,35.0,audio-keyboard-response,negative,,,,81.0,80.0,
1146,instrumental,1.0,p,700,9.0,0.0,0.0-1.0-1.12,80,2126,acquisition,sound/700,6.0,834106.0,38.0,audio-keyboard-response,negative,,,,81.0,80.0,
1147,instrumental,1.0,p,700,10.0,0.0,0.0-1.0-1.13,80,1157,acquisition,sound/700,6.0,837868.0,41.0,audio-keyboard-response,negative,,,,81.0,80.0,
1148,pavlovian,1.0,,300,,0.0,0.0-1.0-1.14,,,acquisition,sound/300,6.0,842975.0,44.0,audio-keyboard-response,positive,,,,81.0,80.0,
1149,instrumental,1.0,q,300,11.0,0.0,0.0-1.0-1.15,81,1083,acquisition,sound/300,6.0,846662.0,47.0,audio-keyboard-response,positive,,,,81.0,80.0,
1150,instrumental,0.0,,500,12.0,0.0,0.0-1.0-1.16,80,1029,acquisition,sound/500,6.0,850298.0,50.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1151,instrumental,0.0,,500,13.0,0.0,0.0-1.0-1.17,80,1286,acquisition,sound/500,6.0,854189.0,53.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1152,instrumental,1.0,p,700,14.0,0.0,0.0-1.0-1.18,80,1303,acquisition,sound/700,6.0,858101.0,56.0,audio-keyboard-response,negative,,,,81.0,80.0,
1153,instrumental,0.0,,500,15.0,0.0,0.0-1.0-1.19,81,2381,acquisition,sound/500,6.0,863105.0,59.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1154,instrumental,1.0,q,300,16.0,0.0,0.0-1.0-1.20,81,1371,acquisition,sound/300,6.0,867105.0,62.0,audio-keyboard-response,positive,,,,81.0,80.0,
1155,instrumental,1.0,q,300,17.0,0.0,0.0-1.0-1.21,81,861,acquisition,sound/300,6.0,870572.0,65.0,audio-keyboard-response,positive,,,,81.0,80.0,
1156,instrumental,1.0,p,700,18.0,0.0,0.0-1.0-1.22,80,1198,acquisition,sound/700,6.0,874375.0,68.0,audio-keyboard-response,negative,,,,81.0,80.0,
1157,instrumental,0.0,p,700,19.0,0.0,0.0-1.0-1.23,81,1046,acquisition,sound/700,6.0,878030.0,71.0,audio-keyboard-response,negative,,,,81.0,80.0,
1158,instrumental,1.0,,500,20.0,0.0,0.0-1.0-1.24,,,acquisition,sound/500,6.0,883136.0,74.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1159,instrumental,1.0,,500,21.0,0.0,0.0-1.0-1.25,,,acquisition,sound/500,6.0,888258.0,77.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1160,instrumental,1.0,q,300,22.0,0.0,0.0-1.0-1.26,81,772,acquisition,sound/300,6.0,891634.0,80.0,audio-keyboard-response,positive,,,,81.0,80.0,
1161,instrumental,1.0,p,700,23.0,0.0,0.0-1.0-1.27,80,1859,acquisition,sound/700,6.0,896099.0,83.0,audio-keyboard-response,negative,,,,81.0,80.0,
1162,instrumental,1.0,q,300,24.0,0.0,0.0-1.0-1.28,81,1928,acquisition,sound/300,6.0,900631.0,86.0,audio-keyboard-response,positive,,,,81.0,80.0,
1163,instrumental,0.0,,500,25.0,0.0,0.0-1.0-1.29,80,1646,acquisition,sound/500,6.0,904889.0,89.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1164,instrumental,1.0,q,300,26.0,0.0,0.0-1.0-1.30,81,756,acquisition,sound/300,6.0,908250.0,92.0,audio-keyboard-response,positive,,,,81.0,80.0,
1165,pavlovian,0.0,,700,,0.0,0.0-1.0-1.31,,,acquisition,sound/700,6.0,913356.0,95.0,audio-keyboard-response,negative,,,,81.0,80.0,
1166,pavlovian,1.0,,300,,0.0,0.0-1.0-1.32,,,acquisition,sound/300,6.0,918462.0,98.0,audio-keyboard-response,positive,,,,81.0,80.0,
1167,,0.0,space,,,0.0,0.0-4.0-1.0,81,1384,generalization,sound/305,6.0,991051.0,103.0,audio-keyboard-response,positive,5,0.0,305.0,81.0,80.0,
1168,,0.0,space,,,0.0,0.0-4.0-1.1,81,1006,generalization,sound/200,6.0,993565.0,106.0,audio-keyboard-response,positive,-100,1.0,200.0,81.0,80.0,
1169,,0.0,p,,,0.0,0.0-4.0-1.2,32,1361,generalization,sound/700,6.0,996429.0,109.0,audio-keyboard-response,negative,0,2.0,,81.0,80.0,
1170,,0.0,space,,,0.0,0.0-4.0-1.3,,,generalization,sound/640,6.0,1000434.0,112.0,audio-keyboard-response,negative,-60,3.0,640.0,81.0,80.0,
1171,,0.0,space,,,0.0,0.0-4.0-1.4,,,generalization,sound/280,6.0,1004440.0,115.0,audio-keyboard-response,positive,-20,4.0,280.0,81.0,80.0,
1172,,0.0,space,,,0.0,0.0-4.0-1.5,,,generalization,sound/360,6.0,1008443.0,118.0,audio-keyboard-response,positive,60,5.0,360.0,81.0,80.0,
1173,,0.0,space,,,0.0,0.0-4.0-1.6,81,913,generalization,sound/295,6.0,1010861.0,121.0,audio-keyboard-response,positive,-5,6.0,295.0,81.0,80.0,
1174,,0.0,space,,,0.0,0.0-4.0-1.7,80,2014,generalization,sound/800,6.0,1014379.0,124.0,audio-keyboard-response,negative,100,7.0,800.0,81.0,80.0,
1175,,0.0,space,,,0.0,0.0-4.0-1.8,80,1500,generalization,sound/760,6.0,1017382.0,127.0,audio-keyboard-response,negative,60,8.0,760.0,81.0,80.0,
1176,,0.0,space,,,0.0,0.0-4.0-1.9,80,1643,generalization,sound/400,6.0,1020531.0,130.0,audio-keyboard-response,positive,100,9.0,400.0,81.0,80.0,
1177,,0.0,space,,,0.0,0.0-4.0-1.10,80,2246,generalization,sound/600,6.0,1024279.0,133.0,audio-keyboard-response,negative,-100,10.0,600.0,81.0,80.0,
1178,,1.0,p,,,0.0,0.0-4.0-1.11,80,1077,generalization,sound/700,6.0,1026863.0,136.0,audio-keyboard-response,negative,0,11.0,,81.0,80.0,
1179,,0.0,space,,,0.0,0.0-4.0-1.12,80,1114,generalization,sound/720,6.0,1029481.0,139.0,audio-keyboard-response,negative,20,12.0,720.0,81.0,80.0,
1180,,0.0,space,,,0.0,0.0-4.0-1.13,80,998,generalization,sound/680,6.0,1031985.0,142.0,audio-keyboard-response,negative,-20,13.0,680.0,81.0,80.0,
1181,,0.0,q,,,0.0,0.0-4.0-1.14,32,1194,generalization,sound/300,6.0,1034682.0,145.0,audio-keyboard-response,positive,0,14.0,,81.0,80.0,
1182,,0.0,space,,,0.0,0.0-4.0-1.15,80,1820,generalization,sound/320,6.0,1038006.0,148.0,audio-keyboard-response,positive,20,15.0,320.0,81.0,80.0,
1183,,1.0,space,,,0.0,0.0-4.0-1.16,32,1825,generalization,sound/500,6.0,1041334.0,151.0,audio-keyboard-response,control,,16.0,,81.0,80.0,
1184,,1.0,space,,,0.0,0.0-4.0-1.17,32,1601,generalization,sound/520,6.0,1044440.0,154.0,audio-keyboard-response,control,,17.0,,81.0,80.0,
1185,,1.0,p,,,0.0,0.0-4.0-1.18,80,1552,generalization,sound/700,6.0,1047496.0,157.0,audio-keyboard-response,negative,0,18.0,,81.0,80.0,
1186,,0.0,space,,,0.0,0.0-4.0-1.19,80,867,generalization,sound/920,6.0,1049865.0,160.0,audio-keyboard-response,control,,19.0,,81.0,80.0,
1187,,1.0,space,,,0.0,0.0-4.0-1.20,32,1338,generalization,sound/480,6.0,1052707.0,163.0,audio-keyboard-response,control,,20.0,,81.0,80.0,
1188,,0.0,space,,,0.0,0.0-4.0-1.21,81,554,generalization,sound/240,6.0,1054764.0,166.0,audio-keyboard-response,positive,-60,21.0,240.0,81.0,80.0,
1189,,0.0,space,,,0.0,0.0-4.0-1.22,80,1041,generalization,sound/880,6.0,1057308.0,169.0,audio-keyboard-response,control,,22.0,,81.0,80.0,
1190,,1.0,q,,,0.0,0.0-4.0-1.23,81,889,generalization,sound/300,6.0,1059705.0,172.0,audio-keyboard-response,positive,0,23.0,,81.0,80.0,
1191,,1.0,q,,,0.0,0.0-4.0-1.24,81,809,generalization,sound/300,6.0,1062017.0,175.0,audio-keyboard-response,positive,0,24.0,,81.0,80.0,
1192,,1.0,space,,,0.0,0.0-4.0-1.25,32,1558,generalization,sound/900,6.0,1065077.0,178.0,audio-keyboard-response,control,,25.0,,81.0,80.0,
1193,,0.0,space,,,0.0,0.0-4.0-1.26,80,1849,generalization,sound/705,6.0,1068430.0,181.0,audio-keyboard-response,negative,5,26.0,705.0,81.0,80.0,
1194,,1.0,q,,,0.0,0.0-4.0-1.27,81,952,generalization,sound/300,6.0,1070885.0,184.0,audio-keyboard-response,positive,0,27.0,,81.0,80.0,
1195,,0.0,p,,,0.0,0.0-4.0-1.28,32,1784,generalization,sound/700,6.0,1074172.0,187.0,audio-keyboard-response,negative,0,28.0,,81.0,80.0,
1196,,1.0,space,,,0.0,0.0-4.0-1.29,32,989,generalization,sound/695,6.0,1076665.0,190.0,audio-keyboard-response,negative,-5,29.0,695.0,81.0,80.0,
1197,instrumental,1.0,p,700,27.0,1.0,0.0-7.0-1.0,80,1405,acquisition,sound/700,6.0,1100501.0,195.0,audio-keyboard-response,negative,,,,81.0,80.0,
1198,instrumental,1.0,q,300,28.0,1.0,0.0-7.0-1.1,81,680,acquisition,sound/300,6.0,1103785.0,198.0,audio-keyboard-response,positive,,,,81.0,80.0,
1199,instrumental,1.0,q,300,29.0,1.0,0.0-7.0-1.2,81,681,acquisition,sound/300,6.0,1107072.0,201.0,audio-keyboard-response,positive,,,,81.0,80.0,
1200,instrumental,0.0,,500,30.0,1.0,0.0-7.0-1.3,80,1012,acquisition,sound/500,6.0,1110692.0,204.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1201,instrumental,0.0,,500,31.0,1.0,0.0-7.0-1.4,80,1193,acquisition,sound/500,6.0,1114491.0,207.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1202,instrumental,0.0,,500,32.0,1.0,0.0-7.0-1.5,80,718,acquisition,sound/500,6.0,1117849.0,210.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1203,instrumental,1.0,q,300,33.0,1.0,0.0-7.0-1.6,81,1506,acquisition,sound/300,6.0,1121961.0,213.0,audio-keyboard-response,positive,,,,81.0,80.0,
1204,pavlovian,0.0,,700,,1.0,0.0-7.0-1.7,,,acquisition,sound/700,6.0,1127066.0,216.0,audio-keyboard-response,negative,,,,81.0,80.0,
1205,pavlovian,1.0,,300,,1.0,0.0-7.0-1.8,81,1196,acquisition,sound/300,6.0,1132172.0,219.0,audio-keyboard-response,positive,,,,81.0,80.0,
1206,instrumental,1.0,p,700,34.0,1.0,0.0-7.0-1.9,80,1907,acquisition,sound/700,6.0,1136687.0,222.0,audio-keyboard-response,negative,,,,81.0,80.0,
1207,instrumental,0.0,p,700,35.0,1.0,0.0-7.0-1.10,,,acquisition,sound/700,6.0,1141793.0,225.0,audio-keyboard-response,negative,,,,81.0,80.0,
1208,instrumental,1.0,q,300,36.0,1.0,0.0-7.0-1.11,81,826,acquisition,sound/300,6.0,1145224.0,228.0,audio-keyboard-response,positive,,,,81.0,80.0,
1209,instrumental,0.0,,500,37.0,1.0,0.0-7.0-1.12,80,1126,acquisition,sound/500,6.0,1148954.0,231.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1210,instrumental,0.0,q,300,38.0,1.0,0.0-7.0-1.13,80,2437,acquisition,sound/300,6.0,1153997.0,234.0,audio-keyboard-response,positive,,,,81.0,80.0,
1211,instrumental,0.0,p,700,39.0,1.0,0.0-7.0-1.14,,,acquisition,sound/700,6.0,1159113.0,237.0,audio-keyboard-response,negative,,,,81.0,80.0,
1212,pavlovian,1.0,,300,,1.0,0.0-7.0-1.15,,,acquisition,sound/300,6.0,1164242.0,240.0,audio-keyboard-response,positive,,,,81.0,80.0,
1213,instrumental,0.0,,500,40.0,1.0,0.0-7.0-1.16,80,1157,acquisition,sound/500,6.0,1168027.0,243.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1214,instrumental,0.0,q,300,41.0,1.0,0.0-7.0-1.17,80,1248,acquisition,sound/300,6.0,1171882.0,246.0,audio-keyboard-response,positive,,,,81.0,80.0,
1215,instrumental,1.0,p,700,42.0,1.0,0.0-7.0-1.18,80,1802,acquisition,sound/700,6.0,1176288.0,249.0,audio-keyboard-response,negative,,,,81.0,80.0,
1216,instrumental,1.0,,500,43.0,1.0,0.0-7.0-1.19,,,acquisition,sound/500,6.0,1181395.0,252.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1217,instrumental,1.0,p,700,44.0,1.0,0.0-7.0-1.20,80,1048,acquisition,sound/700,6.0,1185048.0,255.0,audio-keyboard-response,negative,,,,81.0,80.0,
1218,pavlovian,0.0,,700,,1.0,0.0-7.0-1.21,,,acquisition,sound/700,6.0,1190155.0,258.0,audio-keyboard-response,negative,,,,81.0,80.0,
1219,instrumental,1.0,,500,45.0,1.0,0.0-7.0-1.22,,,acquisition,sound/500,6.0,1195261.0,261.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1220,instrumental,1.0,q,300,46.0,1.0,0.0-7.0-1.23,81,658,acquisition,sound/300,6.0,1198523.0,264.0,audio-keyboard-response,positive,,,,81.0,80.0,
1221,instrumental,1.0,,500,47.0,1.0,0.0-7.0-1.24,,,acquisition,sound/500,6.0,1203645.0,267.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1222,pavlovian,0.0,,700,,1.0,0.0-7.0-1.25,,,acquisition,sound/700,6.0,1208751.0,270.0,audio-keyboard-response,negative,,,,81.0,80.0,
1223,instrumental,0.0,,500,48.0,1.0,0.0-7.0-1.26,80,1847,acquisition,sound/500,6.0,1213211.0,273.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1224,instrumental,0.0,p,700,49.0,1.0,0.0-7.0-1.27,,,acquisition,sound/700,6.0,1218315.0,276.0,audio-keyboard-response,negative,,,,81.0,80.0,
1225,instrumental,1.0,p,700,50.0,1.0,0.0-7.0-1.28,80,666,acquisition,sound/700,6.0,1221586.0,279.0,audio-keyboard-response,negative,,,,81.0,80.0,
1226,instrumental,1.0,q,300,51.0,1.0,0.0-7.0-1.29,81,853,acquisition,sound/300,6.0,1225067.0,282.0,audio-keyboard-response,positive,,,,81.0,80.0,
1227,pavlovian,1.0,,300,,1.0,0.0-7.0-1.30,81,671,acquisition,sound/300,6.0,1230172.0,285.0,audio-keyboard-response,positive,,,,81.0,80.0,
1228,instrumental,1.0,p,700,52.0,1.0,0.0-7.0-1.31,80,2477,acquisition,sound/700,6.0,1235255.0,288.0,audio-keyboard-response,negative,,,,81.0,80.0,
1229,instrumental,1.0,q,300,53.0,1.0,0.0-7.0-1.32,81,808,acquisition,sound/300,6.0,1238670.0,291.0,audio-keyboard-response,positive,,,,81.0,80.0,
1230,,0.0,space,,,1.0,0.0-10.0-1.0,81,934,generalization,sound/305,6.0,1265274.0,296.0,audio-keyboard-response,positive,5,30.0,305.0,81.0,80.0,
1231,,1.0,q,,,1.0,0.0-10.0-1.1,81,725,generalization,sound/300,6.0,1267503.0,299.0,audio-keyboard-response,positive,0,31.0,,81.0,80.0,
1232,,0.0,space,,,1.0,0.0-10.0-1.2,80,1268,generalization,sound/640,6.0,1270273.0,302.0,audio-keyboard-response,negative,-60,32.0,640.0,81.0,80.0,
1233,,0.0,space,,,1.0,0.0-10.0-1.3,81,840,generalization,sound/295,6.0,1272619.0,305.0,audio-keyboard-response,positive,-5,33.0,295.0,81.0,80.0,
1234,,1.0,space,,,1.0,0.0-10.0-1.4,32,1178,generalization,sound/760,6.0,1275331.0,308.0,audio-keyboard-response,negative,60,34.0,760.0,81.0,80.0,
1235,,0.0,space,,,1.0,0.0-10.0-1.5,80,1876,generalization,sound/360,6.0,1278714.0,311.0,audio-keyboard-response,positive,60,35.0,360.0,81.0,80.0,
1236,,0.0,p,,,1.0,0.0-10.0-1.6,32,1503,generalization,sound/700,6.0,1281720.0,314.0,audio-keyboard-response,negative,0,36.0,,81.0,80.0,
1237,,0.0,space,,,1.0,0.0-10.0-1.7,80,1663,generalization,sound/920,6.0,1284886.0,317.0,audio-keyboard-response,control,,37.0,,81.0,80.0,
1238,,0.0,space,,,1.0,0.0-10.0-1.8,80,792,generalization,sound/880,6.0,1287182.0,320.0,audio-keyboard-response,control,,38.0,,81.0,80.0,
1239,,1.0,space,,,1.0,0.0-10.0-1.9,32,1872,generalization,sound/680,6.0,1290557.0,323.0,audio-keyboard-response,negative,-20,39.0,680.0,81.0,80.0,
1240,,0.0,space,,,1.0,0.0-10.0-1.10,81,596,generalization,sound/200,6.0,1292656.0,326.0,audio-keyboard-response,positive,-100,40.0,200.0,81.0,80.0,
1241,,1.0,space,,,1.0,0.0-10.0-1.11,32,1659,generalization,sound/520,6.0,1295818.0,329.0,audio-keyboard-response,control,,41.0,,81.0,80.0,
1242,,0.0,p,,,1.0,0.0-10.0-1.12,32,1451,generalization,sound/700,6.0,1298773.0,332.0,audio-keyboard-response,negative,0,42.0,,81.0,80.0,
1243,,0.0,space,,,1.0,0.0-10.0-1.13,81,1437,generalization,sound/280,6.0,1301715.0,335.0,audio-keyboard-response,positive,-20,43.0,280.0,81.0,80.0,
1244,,1.0,space,,,1.0,0.0-10.0-1.14,32,1911,generalization,sound/600,6.0,1305131.0,338.0,audio-keyboard-response,negative,-100,44.0,600.0,81.0,80.0,
1245,,1.0,q,,,1.0,0.0-10.0-1.15,81,831,generalization,sound/300,6.0,1307465.0,341.0,audio-keyboard-response,positive,0,45.0,,81.0,80.0,
1246,,0.0,space,,,1.0,0.0-10.0-1.16,80,926,generalization,sound/720,6.0,1309893.0,344.0,audio-keyboard-response,negative,20,46.0,720.0,81.0,80.0,
1247,,1.0,q,,,1.0,0.0-10.0-1.17,81,1255,generalization,sound/300,6.0,1312651.0,347.0,audio-keyboard-response,positive,0,47.0,,81.0,80.0,
1248,,0.0,space,,,1.0,0.0-10.0-1.18,81,644,generalization,sound/240,6.0,1314798.0,350.0,audio-keyboard-response,positive,-60,48.0,240.0,81.0,80.0,
1249,,1.0,q,,,1.0,0.0-10.0-1.19,81,1667,generalization,sound/300,6.0,1317969.0,353.0,audio-keyboard-response,positive,0,49.0,,81.0,80.0,
1250,,1.0,space,,,1.0,0.0-10.0-1.20,32,1435,generalization,sound/695,6.0,1320908.0,356.0,audio-keyboard-response,negative,-5,50.0,695.0,81.0,80.0,
1251,,0.0,p,,,1.0,0.0-10.0-1.21,32,596,generalization,sound/700,6.0,1323007.0,359.0,audio-keyboard-response,negative,0,51.0,,81.0,80.0,
1252,,0.0,space,,,1.0,0.0-10.0-1.22,80,2465,generalization,sound/400,6.0,1326977.0,362.0,audio-keyboard-response,positive,100,52.0,400.0,81.0,80.0,
1253,,0.0,space,,,1.0,0.0-10.0-1.23,80,2410,generalization,sound/480,6.0,1330892.0,365.0,audio-keyboard-response,control,,53.0,,81.0,80.0,
1254,,0.0,space,,,1.0,0.0-10.0-1.24,80,1870,generalization,sound/500,6.0,1334264.0,368.0,audio-keyboard-response,control,,54.0,,81.0,80.0,
1255,,1.0,space,,,1.0,0.0-10.0-1.25,32,944,generalization,sound/705,6.0,1336714.0,371.0,audio-keyboard-response,negative,5,55.0,705.0,81.0,80.0,
1256,,1.0,space,,,1.0,0.0-10.0-1.26,32,1284,generalization,sound/900,6.0,1339501.0,374.0,audio-keyboard-response,control,,56.0,,81.0,80.0,
1257,,1.0,space,,,1.0,0.0-10.0-1.27,32,902,generalization,sound/800,6.0,1341906.0,377.0,audio-keyboard-response,negative,100,57.0,800.0,81.0,80.0,
1258,,0.0,p,,,1.0,0.0-10.0-1.28,32,2043,generalization,sound/700,6.0,1345452.0,380.0,audio-keyboard-response,negative,0,58.0,,81.0,80.0,
1259,,0.0,space,,,1.0,0.0-10.0-1.29,81,771,generalization,sound/320,6.0,1347727.0,383.0,audio-keyboard-response,positive,20,59.0,320.0,81.0,80.0,
1260,pavlovian,1.0,,300,,2.0,0.0-13.0-1.0,81,1154,acquisition,sound/300,6.0,1380100.0,388.0,audio-keyboard-response,positive,,,,81.0,80.0,
1261,instrumental,0.0,,500,54.0,2.0,0.0-13.0-1.1,80,1944,acquisition,sound/500,6.0,1384649.0,391.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1262,instrumental,1.0,p,700,55.0,2.0,0.0-13.0-1.2,80,2007,acquisition,sound/700,6.0,1389260.0,394.0,audio-keyboard-response,negative,,,,81.0,80.0,
1263,instrumental,0.0,,500,56.0,2.0,0.0-13.0-1.3,80,810,acquisition,sound/500,6.0,1392675.0,397.0,audio-keyboard-response,neutral,,,,81.0,80.0,
1264,pavlovian,0.0,,700,,2.0,0.0-13.0-1.4,,,acquisition,sound/700,6.0,1397782.0,400.0,audio-keyboard-response,negative,,,,81.0,80.0,
1265,instrumental,1.0,q,300,57.0,2.0,0.0-13.0-1.5,81,600,acquisition,sound/300,6.0,1400987.0,403.0,audio-keyboard-response,positive,,,,81.0,80.0,
