,condition,correct,correct_response,frequency,i_acquisition_trial,i_block,internal_node_id,key_press,rt,stage,stimulus,subject,time_elapsed,trial_index,trial_type,valence,distance,i_generalization_trial,tone,positive_key,negative_key,association
0,instrumental,1.0,q,300,0.0,0.0,0.0-1.0-1.0,81.0,572.0,acquisition,sound/300,0.0,58233.0,2.0,audio-keyboard-response,positive,,,,81.0,80.0,
1,instrumental,0.0,,500,1.0,0.0,0.0-1.0-1.1,81.0,334.0,acquisition,sound/500,0.0,61173.0,5.0,audio-keyboard-response,neutral,,,,81.0,80.0,
2,instrumental,0.0,p,700,2.0,0.0,0.0-1.0-1.2,81.0,424.0,acquisition,sound/700,0.0,64201.0,8.0,audio-keyboard-response,negative,,,,81.0,80.0,
3,instrumental,1.0,q,300,3.0,0.0,0.0-1.0-1.3,81.0,735.0,acquisition,sound/300,0.0,67542.0,11.0,audio-keyboard-response,positive,,,,81.0,80.0,
4,instrumental,0.0,,500,4.0,0.0,0.0-1.0-1.4,80.0,438.0,acquisition,sound/500,0.0,70586.0,14.0,audio-keyboard-response,neutral,,,,81.0,80.0,
5,instrumental,0.0,p,700,5.0,0.0,0.0-1.0-1.5,81.0,1310.0,acquisition,sound/700,0.0,74502.0,17.0,audio-keyboard-response,negative,,,,81.0,80.0,
6,instrumental,0.0,q,300,6.0,0.0,0.0-1.0-1.6,80.0,568.0,acquisition,sound/300,0.0,77677.0,20.0,audio-keyboard-response,positive,,,,81.0,80.0,
7,instrumental,0.0,,500,7.0,0.0,0.0-1.0-1.7,80.0,476.0,acquisition,sound/500,0.0,80759.0,23.0,audio-keyboard-response,neutral,,,,81.0,80.0,
8,pavlovian,1.0,,300,,0.0,0.0-1.0-1.8,,,acquisition,sound/300,0.0,85867.0,26.0,audio-keyboard-response,positive,,,,81.0,80.0,
9,instrumental,1.0,p,700,8.0,0.0,0.0-1.0-1.9,80,792,acquisition,sound/700,0.0,89265.0,29.0,audio-keyboard-response,negative,,,,81.0,80.0,
10,pavlovian,0.0,,700,,0.0,0.0-1.0-1.10,,,acquisition,sound/700,0.0,94372.0,32.0,audio-keyboard-response,negative,,,,81.0,80.0,
11,pavlovian,0.0,,700,,0.0,0.0-1.0-1.11,81,837,acquisition,sound/700,0.0,99481.0,35.0,audio-keyboard-response,negative,,,,81.0,80.0,
12,instrumental,1.0,q,300,9.0,0.0,0.0-1.0-1.12,81,520,acquisition,sound/300,0.0,102608.0,38.0,audio-keyboard-response,positive,,,,81.0,80.0,
13,instrumental,1.0,p,700,10.0,0.0,0.0-1.0-1.13,80,489,acquisition,sound/700,0.0,105704.0,41.0,audio-keyboard-response,negative,,,,81.0,80.0,
14,instrumental,1.0,p,700,11.0,0.0,0.0-1.0-1.14,80,622,acquisition,sound/700,0.0,108930.0,44.0,audio-keyboard-response,negative,,,,81.0,80.0,
15,instrumental,0.0,p,700,12.0,0.0,0.0-1.0-1.15,81,468,acquisition,sound/700,0.0,112006.0,47.0,audio-keyboard-response,negative,,,,81.0,80.0,
16,instrumental,1.0,q,300,13.0,0.0,0.0-1.0-1.16,81,531,acquisition,sound/300,0.0,115142.0,50.0,audio-keyboard-response,positive,,,,81.0,80.0,
17,instrumental,1.0,q,300,14.0,0.0,0.0-1.0-1.17,81,478,acquisition,sound/300,0.0,118226.0,53.0,audio-keyboard-response,positive,,,,81.0,80.0,
18,instrumental,0.0,,500,15.0,0.0,0.0-1.0-1.18,80,789,acquisition,sound/500,0.0,121633.0,56.0,audio-keyboard-response,neutral,,,,81.0,80.0,
19,pavlovian,1.0,,300,,0.0,0.0-1.0-1.19,,,acquisition,sound/300,0.0,126741.0,59.0,audio-keyboard-response,positive,,,,81.0,80.0,
20,instrumental,0.0,,500,16.0,0.0,0.0-1.0-1.20,80,654,acquisition,sound/500,0.0,130001.0,62.0,audio-keyboard-response,neutral,,,,81.0,80.0,
21,instrumental,0.0,,500,17.0,0.0,0.0-1.0-1.21,80,491,acquisition,sound/500,0.0,133095.0,65.0,audio-keyboard-response,neutral,,,,81.0,80.0,
22,instrumental,0.0,,500,18.0,0.0,0.0-1.0-1.22,81,721,acquisition,sound/500,0.0,136423.0,68.0,audio-keyboard-response,neutral,,,,81.0,80.0,
23,instrumental,0.0,,500,19.0,0.0,0.0-1.0-1.23,80,451,acquisition,sound/500,0.0,139483.0,71.0,audio-keyboard-response,neutral,,,,81.0,80.0,
24,instrumental,1.0,p,700,20.0,0.0,0.0-1.0-1.24,80,575,acquisition,sound/700,0.0,142664.0,74.0,audio-keyboard-response,negative,,,,81.0,80.0,
25,instrumental,0.0,,500,21.0,0.0,0.0-1.0-1.25,80,718,acquisition,sound/500,0.0,145990.0,77.0,audio-keyboard-response,neutral,,,,81.0,80.0,
26,instrumental,1.0,p,700,22.0,0.0,0.0-1.0-1.26,80,476,acquisition,sound/700,0.0,149070.0,80.0,audio-keyboard-response,negative,,,,81.0,80.0,
27,instrumental,1.0,q,300,23.0,0.0,0.0-1.0-1.27,81,464,acquisition,sound/300,0.0,152139.0,83.0,audio-keyboard-response,positive,,,,81.0,80.0,
28,instrumental,0.0,q,300,24.0,0.0,0.0-1.0-1.28,80,411,acquisition,sound/300,0.0,155156.0,86.0,audio-keyboard-response,positive,,,,81.0,80.0,
29,instrumental,1.0,p,700,25.0,0.0,0.0-1.0-1.29,80,503,acquisition,sound/700,0.0,158264.0,89.0,audio-keyboard-response,negative,,,,81.0,80.0,
30,pavlovian,1.0,,300,,0.0,0.0-1.0-1.30,,,acquisition,sound/300,0.0,163367.0,92.0,audio-keyboard-response,positive,,,,81.0,80.0,
31,pavlovian,0.0,,700,,0.0,0.0-1.0-1.31,,,acquisition,sound/700,0.0,168475.0,95.0,audio-keyboard-response,negative,,,,81.0,80.0,
32,instrumental,1.0,q,300,26.0,0.0,0.0-1.0-1.32,81,549,acquisition,sound/300,0.0,171626.0,98.0,audio-keyboard-response,positive,,,,81.0,80.0,
33,,0.0,space,,,0.0,0.0-4.0-1.0,80,642,generalization,sound/320,0.0,205252.0,103.0,audio-keyboard-response,positive,20.0,0.0,320.0,81.0,80.0,
34,,0.0,space,,,0.0,0.0-4.0-1.1,80,553,generalization,sound/695,0.0,207312.0,106.0,audio-keyboard-response,negative,-5.0,1.0,695.0,81.0,80.0,
35,,1.0,p,,,0.0,0.0-4.0-1.2,80,436,generalization,sound/700,0.0,209252.0,109.0,audio-keyboard-response,negative,0.0,2.0,,81.0,80.0,
36,,1.0,q,,,0.0,0.0-4.0-1.3,81,381,generalization,sound/300,0.0,211137.0,112.0,audio-keyboard-response,positive,0.0,3.0,,81.0,80.0,
37,,1.0,space,,,0.0,0.0-4.0-1.4,32,955,generalization,sound/480,0.0,213597.0,115.0,audio-keyboard-response,control,,4.0,,81.0,80.0,
38,,1.0,space,,,0.0,0.0-4.0-1.5,32,854,generalization,sound/680,0.0,215954.0,118.0,audio-keyboard-response,negative,-20,5.0,680.0,81.0,80.0,
39,,0.0,space,,,0.0,0.0-4.0-1.6,81,572,generalization,sound/360,0.0,218031.0,121.0,audio-keyboard-response,positive,60,6.0,360.0,81.0,80.0,
40,,0.0,space,,,0.0,0.0-4.0-1.7,80,494,generalization,sound/760,0.0,220031.0,124.0,audio-keyboard-response,negative,60,7.0,760.0,81.0,80.0,
41,,0.0,p,,,0.0,0.0-4.0-1.8,32,794,generalization,sound/700,0.0,222327.0,127.0,audio-keyboard-response,negative,0,8.0,,81.0,80.0,
42,,0.0,space,,,0.0,0.0-4.0-1.9,81,648,generalization,sound/600,0.0,224478.0,130.0,audio-keyboard-response,negative,-100,9.0,600.0,81.0,80.0,
43,,0.0,space,,,0.0,0.0-4.0-1.10,80,724,generalization,sound/705,0.0,226706.0,133.0,audio-keyboard-response,negative,5,10.0,705.0,81.0,80.0,
44,,0.0,space,,,0.0,0.0-4.0-1.11,80,459,generalization,sound/720,0.0,228667.0,136.0,audio-keyboard-response,negative,20,11.0,720.0,81.0,80.0,
45,,0.0,space,,,0.0,0.0-4.0-1.12,81,396,generalization,sound/280,0.0,230566.0,139.0,audio-keyboard-response,positive,-20,12.0,280.0,81.0,80.0,
46,,1.0,space,,,0.0,0.0-4.0-1.13,32,649,generalization,sound/400,0.0,232719.0,142.0,audio-keyboard-response,positive,100,13.0,400.0,81.0,80.0,
47,,0.0,space,,,0.0,0.0-4.0-1.14,80,541,generalization,sound/900,0.0,234764.0,145.0,audio-keyboard-response,control,,14.0,,81.0,80.0,
48,,1.0,q,,,0.0,0.0-4.0-1.15,81,592,generalization,sound/300,0.0,236860.0,148.0,audio-keyboard-response,positive,0,15.0,,81.0,80.0,
49,,1.0,space,,,0.0,0.0-4.0-1.16,32,534,generalization,sound/500,0.0,238897.0,151.0,audio-keyboard-response,control,,16.0,,81.0,80.0,
50,,1.0,q,,,0.0,0.0-4.0-1.17,81,474,generalization,sound/300,0.0,240874.0,154.0,audio-keyboard-response,positive,0,17.0,,81.0,80.0,
51,,0.0,space,,,0.0,0.0-4.0-1.18,81,627,generalization,sound/240,0.0,243004.0,157.0,audio-keyboard-response,positive,-60,18.0,240.0,81.0,80.0,
52,,1.0,space,,,0.0,0.0-4.0-1.19,32,639,generalization,sound/520,0.0,245147.0,160.0,audio-keyboard-response,control,,19.0,,81.0,80.0,
53,,1.0,p,,,0.0,0.0-4.0-1.20,80,404,generalization,sound/700,0.0,247055.0,163.0,audio-keyboard-response,negative,0,20.0,,81.0,80.0,
54,,0.0,space,,,0.0,0.0-4.0-1.21,81,609,generalization,sound/295,0.0,249167.0,166.0,audio-keyboard-response,positive,-5,21.0,295.0,81.0,80.0,
55,,1.0,q,,,0.0,0.0-4.0-1.22,81,497,generalization,sound/300,0.0,251169.0,169.0,audio-keyboard-response,positive,0,22.0,,81.0,80.0,
56,,0.0,space,,,0.0,0.0-4.0-1.23,80,501,generalization,sound/920,0.0,253175.0,172.0,audio-keyboard-response,control,,23.0,,81.0,80.0,
57,,0.0,space,,,0.0,0.0-4.0-1.24,80,605,generalization,sound/880,0.0,255284.0,175.0,audio-keyboard-response,control,,24.0,,81.0,80.0,
58,,0.0,space,,,0.0,0.0-4.0-1.25,81,511,generalization,sound/305,0.0,257297.0,178.0,audio-keyboard-response,positive,5,25.0,305.0,81.0,80.0,
59,,0.0,space,,,0.0,0.0-4.0-1.26,80,544,generalization,sound/640,0.0,259344.0,181.0,audio-keyboard-response,negative,-60,26.0,640.0,81.0,80.0,
60,,0.0,space,,,0.0,0.0-4.0-1.27,80,452,generalization,sound/800,0.0,261299.0,184.0,audio-keyboard-response,negative,100,27.0,800.0,81.0,80.0,
61,,0.0,space,,,0.0,0.0-4.0-1.28,81,386,generalization,sound/200,0.0,263191.0,187.0,audio-keyboard-response,positive,-100,28.0,200.0,81.0,80.0,
62,,1.0,p,,,0.0,0.0-4.0-1.29,80,444,generalization,sound/700,0.0,265141.0,190.0,audio-keyboard-response,negative,0,29.0,,81.0,80.0,
63,instrumental,1.0,q,300,27.0,1.0,0.0-7.0-1.0,81,475,acquisition,sound/300,0.0,273526.0,195.0,audio-keyboard-response,positive,,,,81.0,80.0,
64,instrumental,1.0,p,700,28.0,1.0,0.0-7.0-1.1,80,477,acquisition,sound/700,0.0,276606.0,198.0,audio-keyboard-response,negative,,,,81.0,80.0,
65,instrumental,1.0,,500,29.0,1.0,0.0-7.0-1.2,,,acquisition,sound/500,0.0,281713.0,201.0,audio-keyboard-response,neutral,,,,81.0,80.0,
66,pavlovian,1.0,,300,,1.0,0.0-7.0-1.3,,,acquisition,sound/300,0.0,286820.0,204.0,audio-keyboard-response,positive,,,,81.0,80.0,
67,instrumental,0.0,,500,30.0,1.0,0.0-7.0-1.4,81,623,acquisition,sound/500,0.0,290045.0,207.0,audio-keyboard-response,neutral,,,,81.0,80.0,
68,instrumental,1.0,q,300,31.0,1.0,0.0-7.0-1.5,81,465,acquisition,sound/300,0.0,293117.0,210.0,audio-keyboard-response,positive,,,,81.0,80.0,
69,instrumental,1.0,q,300,32.0,1.0,0.0-7.0-1.6,81,472,acquisition,sound/300,0.0,296196.0,213.0,audio-keyboard-response,positive,,,,81.0,80.0,
70,instrumental,1.0,p,700,33.0,1.0,0.0-7.0-1.7,80,601,acquisition,sound/700,0.0,299405.0,216.0,audio-keyboard-response,negative,,,,81.0,80.0,
71,instrumental,1.0,p,700,34.0,1.0,0.0-7.0-1.8,80,499,acquisition,sound/700,0.0,302511.0,219.0,audio-keyboard-response,negative,,,,81.0,80.0,
72,instrumental,0.0,,500,35.0,1.0,0.0-7.0-1.9,80,1044,acquisition,sound/500,0.0,306162.0,222.0,audio-keyboard-response,neutral,,,,81.0,80.0,
73,pavlovian,0.0,,700,,1.0,0.0-7.0-1.10,,,acquisition,sound/700,0.0,311267.0,225.0,audio-keyboard-response,negative,,,,81.0,80.0,
74,instrumental,1.0,q,300,36.0,1.0,0.0-7.0-1.11,81,491,acquisition,sound/300,0.0,314364.0,228.0,audio-keyboard-response,positive,,,,81.0,80.0,
75,instrumental,1.0,q,300,37.0,1.0,0.0-7.0-1.12,81,415,acquisition,sound/300,0.0,317383.0,231.0,audio-keyboard-response,positive,,,,81.0,80.0,
76,instrumental,0.0,,500,38.0,1.0,0.0-7.0-1.13,80,1236,acquisition,sound/500,0.0,321224.0,234.0,audio-keyboard-response,neutral,,,,81.0,80.0,
77,pavlovian,0.0,,700,,1.0,0.0-7.0-1.14,,,acquisition,sound/700,0.0,326332.0,237.0,audio-keyboard-response,negative,,,,81.0,80.0,
78,instrumental,1.0,p,700,39.0,1.0,0.0-7.0-1.15,80,586,acquisition,sound/700,0.0,329521.0,240.0,audio-keyboard-response,negative,,,,81.0,80.0,
79,instrumental,1.0,p,700,40.0,1.0,0.0-7.0-1.16,80,468,acquisition,sound/700,0.0,332599.0,243.0,audio-keyboard-response,negative,,,,81.0,80.0,
80,instrumental,1.0,p,700,41.0,1.0,0.0-7.0-1.17,80,454,acquisition,sound/700,0.0,335656.0,246.0,audio-keyboard-response,negative,,,,81.0,80.0,
81,instrumental,1.0,q,300,42.0,1.0,0.0-7.0-1.18,81,351,acquisition,sound/300,0.0,338623.0,249.0,audio-keyboard-response,positive,,,,81.0,80.0,
82,instrumental,0.0,,500,43.0,1.0,0.0-7.0-1.19,81,1186,acquisition,sound/500,0.0,342414.0,252.0,audio-keyboard-response,neutral,,,,81.0,80.0,
83,pavlovian,1.0,,300,,1.0,0.0-7.0-1.20,,,acquisition,sound/300,0.0,347529.0,255.0,audio-keyboard-response,positive,,,,81.0,80.0,
84,instrumental,0.0,,500,44.0,1.0,0.0-7.0-1.21,81,492,acquisition,sound/500,0.0,350628.0,258.0,audio-keyboard-response,neutral,,,,81.0,80.0,
85,instrumental,0.0,,500,45.0,1.0,0.0-7.0-1.22,81,583,acquisition,sound/500,0.0,353816.0,261.0,audio-keyboard-response,neutral,,,,81.0,80.0,
86,instrumental,1.0,q,300,46.0,1.0,0.0-7.0-1.23,81,388,acquisition,sound/300,0.0,356809.0,264.0,audio-keyboard-response,positive,,,,81.0,80.0,
87,instrumental,1.0,q,300,47.0,1.0,0.0-7.0-1.24,81,386,acquisition,sound/300,0.0,359799.0,267.0,audio-keyboard-response,positive,,,,81.0,80.0,
88,instrumental,0.0,,500,48.0,1.0,0.0-7.0-1.25,81,807,acquisition,sound/500,0.0,363210.0,270.0,audio-keyboard-response,neutral,,,,81.0,80.0,
89,instrumental,1.0,p,700,49.0,1.0,0.0-7.0-1.26,80,423,acquisition,sound/700,0.0,366240.0,273.0,audio-keyboard-response,negative,,,,81.0,80.0,
90,instrumental,1.0,p,700,50.0,1.0,0.0-7.0-1.27,80,370,acquisition,sound/700,0.0,369215.0,276.0,audio-keyboard-response,negative,,,,81.0,80.0,
91,instrumental,1.0,q,300,51.0,1.0,0.0-7.0-1.28,81,376,acquisition,sound/300,0.0,372196.0,279.0,audio-keyboard-response,positive,,,,81.0,80.0,
92,pavlovian,0.0,,700,,1.0,0.0-7.0-1.29,,,acquisition,sound/700,0.0,377304.0,282.0,audio-keyboard-response,negative,,,,81.0,80.0,
93,instrumental,1.0,p,700,52.0,1.0,0.0-7.0-1.30,80,525,acquisition,sound/700,0.0,380435.0,285.0,audio-keyboard-response,negative,,,,81.0,80.0,
94,pavlovian,1.0,,300,,1.0,0.0-7.0-1.31,,,acquisition,sound/300,0.0,385543.0,288.0,audio-keyboard-response,positive,,,,81.0,80.0,
95,instrumental,0.0,,500,53.0,1.0,0.0-7.0-1.32,80,775,acquisition,sound/500,0.0,388922.0,291.0,audio-keyboard-response,neutral,,,,81.0,80.0,
96,,0.0,space,,,1.0,0.0-10.0-1.0,81,1381,generalization,sound/320,0.0,400629.0,296.0,audio-keyboard-response,positive,20,30.0,320.0,81.0,80.0,
97,,1.0,q,,,1.0,0.0-10.0-1.1,81,568,generalization,sound/300,0.0,402700.0,299.0,audio-keyboard-response,positive,0,31.0,,81.0,80.0,
98,,0.0,space,,,1.0,0.0-10.0-1.2,80,478,generalization,sound/720,0.0,404683.0,302.0,audio-keyboard-response,negative,20,32.0,720.0,81.0,80.0,
99,,1.0,space,,,1.0,0.0-10.0-1.3,32,688,generalization,sound/695,0.0,406877.0,305.0,audio-keyboard-response,negative,-5,33.0,695.0,81.0,80.0,
100,,0.0,space,,,1.0,0.0-10.0-1.4,81,689,generalization,sound/480,0.0,409069.0,308.0,audio-keyboard-response,control,,34.0,,81.0,80.0,
101,,1.0,q,,,1.0,0.0-10.0-1.5,81,362,generalization,sound/300,0.0,410936.0,311.0,audio-keyboard-response,positive,0,35.0,,81.0,80.0,
102,,1.0,space,,,1.0,0.0-10.0-1.6,32,798,generalization,sound/520,0.0,413237.0,314.0,audio-keyboard-response,control,,36.0,,81.0,80.0,
103,,0.0,space,,,1.0,0.0-10.0-1.7,81,505,generalization,sound/305,0.0,415247.0,317.0,audio-keyboard-response,positive,5,37.0,305.0,81.0,80.0,
104,,0.0,space,,,1.0,0.0-10.0-1.8,80,469,generalization,sound/900,0.0,417221.0,320.0,audio-keyboard-response,control,,38.0,,81.0,80.0,
105,,0.0,space,,,1.0,0.0-10.0-1.9,80,522,generalization,sound/800,0.0,419246.0,323.0,audio-keyboard-response,negative,100,39.0,800.0,81.0,80.0,
106,,0.0,space,,,1.0,0.0-10.0-1.10,80,491,generalization,sound/880,0.0,421243.0,326.0,audio-keyboard-response,control,,40.0,,81.0,80.0,
107,,0.0,space,,,1.0,0.0-10.0-1.11,81,400,generalization,sound/280,0.0,423147.0,329.0,audio-keyboard-response,positive,-20,41.0,280.0,81.0,80.0,
108,,0.0,space,,,1.0,0.0-10.0-1.12,81,508,generalization,sound/295,0.0,425159.0,332.0,audio-keyboard-response,positive,-5,42.0,295.0,81.0,80.0,
109,,0.0,p,,,1.0,0.0-10.0-1.13,32,634,generalization,sound/700,0.0,427295.0,335.0,audio-keyboard-response,negative,0,43.0,,81.0,80.0,
110,,1.0,space,,,1.0,0.0-10.0-1.14,32,787,generalization,sound/500,0.0,429587.0,338.0,audio-keyboard-response,control,,44.0,,81.0,80.0,
111,,1.0,q,,,1.0,0.0-10.0-1.15,81,678,generalization,sound/300,0.0,431769.0,341.0,audio-keyboard-response,positive,0,45.0,,81.0,80.0,
112,,1.0,space,,,1.0,0.0-10.0-1.16,32,815,generalization,sound/360,0.0,434088.0,344.0,audio-keyboard-response,positive,60,46.0,360.0,81.0,80.0,
113,,1.0,p,,,1.0,0.0-10.0-1.17,80,779,generalization,sound/700,0.0,436371.0,347.0,audio-keyboard-response,negative,0,47.0,,81.0,80.0,
114,,0.0,space,,,1.0,0.0-10.0-1.18,81,532,generalization,sound/200,0.0,438406.0,350.0,audio-keyboard-response,positive,-100,48.0,200.0,81.0,80.0,
115,,1.0,space,,,1.0,0.0-10.0-1.19,32,521,generalization,sound/600,0.0,440432.0,353.0,audio-keyboard-response,negative,-100,49.0,600.0,81.0,80.0,
116,,0.0,space,,,1.0,0.0-10.0-1.20,80,569,generalization,sound/760,0.0,442508.0,356.0,audio-keyboard-response,negative,60,50.0,760.0,81.0,80.0,
117,,1.0,space,,,1.0,0.0-10.0-1.21,32,649,generalization,sound/680,0.0,444660.0,359.0,audio-keyboard-response,negative,-20,51.0,680.0,81.0,80.0,
118,,1.0,space,,,1.0,0.0-10.0-1.22,32,602,generalization,sound/705,0.0,446767.0,362.0,audio-keyboard-response,negative,5,52.0,705.0,81.0,80.0,
119,,0.0,p,,,1.0,0.0-10.0-1.23,32,439,generalization,sound/700,0.0,448707.0,365.0,audio-keyboard-response,negative,0,53.0,,81.0,80.0,
120,,0.0,space,,,1.0,0.0-10.0-1.24,80,617,generalization,sound/920,0.0,450827.0,368.0,audio-keyboard-response,control,,54.0,,81.0,80.0,
121,,0.0,space,,,1.0,0.0-10.0-1.25,81,396,generalization,sound/240,0.0,452728.0,371.0,audio-keyboard-response,positive,-60,55.0,240.0,81.0,80.0,
122,,0.0,p,,,1.0,0.0-10.0-1.26,32,632,generalization,sound/700,0.0,454864.0,374.0,audio-keyboard-response,negative,0,56.0,,81.0,80.0,
123,,1.0,q,,,1.0,0.0-10.0-1.27,81,933,generalization,sound/300,0.0,457301.0,377.0,audio-keyboard-response,positive,0,57.0,,81.0,80.0,
124,,1.0,space,,,1.0,0.0-10.0-1.28,32,617,generalization,sound/640,0.0,459422.0,380.0,audio-keyboard-response,negative,-60,58.0,640.0,81.0,80.0,
125,,0.0,space,,,1.0,0.0-10.0-1.29,81,636,generalization,sound/400,0.0,461564.0,383.0,audio-keyboard-response,positive,100,59.0,400.0,81.0,80.0,
126,instrumental,1.0,q,300,54.0,2.0,0.0-13.0-1.0,81,433,acquisition,sound/300,0.0,469180.0,388.0,audio-keyboard-response,positive,,,,81.0,80.0,
127,instrumental,0.0,,500,55.0,2.0,0.0-13.0-1.1,81,1077,acquisition,sound/500,0.0,472865.0,391.0,audio-keyboard-response,neutral,,,,81.0,80.0,
128,instrumental,1.0,p,700,56.0,2.0,0.0-13.0-1.2,80,454,acquisition,sound/700,0.0,475924.0,394.0,audio-keyboard-response,negative,,,,81.0,80.0,
129,instrumental,1.0,p,700,57.0,2.0,0.0-13.0-1.3,80,478,acquisition,sound/700,0.0,479011.0,397.0,audio-keyboard-response,negative,,,,81.0,80.0,
130,instrumental,0.0,,500,58.0,2.0,0.0-13.0-1.4,81,783,acquisition,sound/500,0.0,482400.0,400.0,audio-keyboard-response,neutral,,,,81.0,80.0,
131,instrumental,0.0,,500,59.0,2.0,0.0-13.0-1.5,81,568,acquisition,sound/500,0.0,485574.0,403.0,audio-keyboard-response,neutral,,,,81.0,80.0,
132,pavlovian,0.0,,700,,2.0,0.0-13.0-1.6,,,acquisition,sound/700,0.0,490682.0,406.0,audio-keyboard-response,negative,,,,81.0,80.0,
133,instrumental,1.0,q,300,60.0,2.0,0.0-13.0-1.7,81,375,acquisition,sound/300,0.0,493661.0,409.0,audio-keyboard-response,positive,,,,81.0,80.0,
134,pavlovian,1.0,,300,,2.0,0.0-13.0-1.8,,,acquisition,sound/300,0.0,498769.0,412.0,audio-keyboard-response,positive,,,,81.0,80.0,
135,instrumental,1.0,q,300,61.0,2.0,0.0-13.0-1.9,81,426,acquisition,sound/300,0.0,501799.0,415.0,audio-keyboard-response,positive,,,,81.0,80.0,
136,instrumental,1.0,p,700,62.0,2.0,0.0-13.0-1.10,80,372,acquisition,sound/700,0.0,504778.0,418.0,audio-keyboard-response,negative,,,,81.0,80.0,
137,instrumental,1.0,q,300,63.0,2.0,0.0-13.0-1.11,81,427,acquisition,sound/300,0.0,507809.0,421.0,audio-keyboard-response,positive,,,,81.0,80.0,
138,instrumental,0.0,,500,64.0,2.0,0.0-13.0-1.12,80,1306,acquisition,sound/500,0.0,511720.0,424.0,audio-keyboard-response,neutral,,,,81.0,80.0,
139,instrumental,1.0,p,700,65.0,2.0,0.0-13.0-1.13,80,579,acquisition,sound/700,0.0,514904.0,427.0,audio-keyboard-response,negative,,,,81.0,80.0,
140,instrumental,1.0,q,300,66.0,2.0,0.0-13.0-1.14,81,462,acquisition,sound/300,0.0,517972.0,430.0,audio-keyboard-response,positive,,,,81.0,80.0,
141,instrumental,1.0,q,300,67.0,2.0,0.0-13.0-1.15,81,358,acquisition,sound/300,0.0,520936.0,433.0,audio-keyboard-response,positive,,,,81.0,80.0,
142,instrumental,1.0,p,700,68.0,2.0,0.0-13.0-1.16,80,430,acquisition,sound/700,0.0,523971.0,436.0,audio-keyboard-response,negative,,,,81.0,80.0,
143,instrumental,0.0,,500,69.0,2.0,0.0-13.0-1.17,81,617,acquisition,sound/500,0.0,527190.0,439.0,audio-keyboard-response,neutral,,,,81.0,80.0,
144,pavlovian,0.0,,700,,2.0,0.0-13.0-1.18,,,acquisition,sound/700,0.0,532297.0,442.0,audio-keyboard-response,negative,,,,81.0,80.0,
145,pavlovian,1.0,,300,,2.0,0.0-13.0-1.19,,,acquisition,sound/300,0.0,537402.0,445.0,audio-keyboard-response,positive,,,,81.0,80.0,
146,instrumental,0.0,,500,70.0,2.0,0.0-13.0-1.20,81,655,acquisition,sound/500,0.0,540662.0,448.0,audio-keyboard-response,neutral,,,,81.0,80.0,
147,instrumental,1.0,p,700,71.0,2.0,0.0-13.0-1.21,80,417,acquisition,sound/700,0.0,543685.0,451.0,audio-keyboard-response,negative,,,,81.0,80.0,
148,instrumental,1.0,q,300,72.0,2.0,0.0-13.0-1.22,81,628,acquisition,sound/300,0.0,546920.0,454.0,audio-keyboard-response,positive,,,,81.0,80.0,
149,instrumental,0.0,,500,73.0,2.0,0.0-13.0-1.23,81,764,acquisition,sound/500,0.0,550292.0,457.0,audio-keyboard-response,neutral,,,,81.0,80.0,
150,pavlovian,1.0,,300,,2.0,0.0-13.0-1.24,,,acquisition,sound/300,0.0,555399.0,460.0,audio-keyboard-response,positive,,,,81.0,80.0,
151,instrumental,1.0,p,700,74.0,2.0,0.0-13.0-1.25,80,555,acquisition,sound/700,0.0,558562.0,463.0,audio-keyboard-response,negative,,,,81.0,80.0,
152,pavlovian,0.0,,700,,2.0,0.0-13.0-1.26,,,acquisition,sound/700,0.0,563668.0,466.0,audio-keyboard-response,negative,,,,81.0,80.0,
153,instrumental,1.0,p,700,75.0,2.0,0.0-13.0-1.27,80,523,acquisition,sound/700,0.0,566800.0,469.0,audio-keyboard-response,negative,,,,81.0,80.0,
154,instrumental,1.0,q,300,76.0,2.0,0.0-13.0-1.28,81,449,acquisition,sound/300,0.0,569856.0,472.0,audio-keyboard-response,positive,,,,81.0,80.0,
155,instrumental,0.0,,500,77.0,2.0,0.0-13.0-1.29,81,657,acquisition,sound/500,0.0,573118.0,475.0,audio-keyboard-response,neutral,,,,81.0,80.0,
156,instrumental,0.0,,500,78.0,2.0,0.0-13.0-1.30,81,646,acquisition,sound/500,0.0,576372.0,478.0,audio-keyboard-response,neutral,,,,81.0,80.0,
157,instrumental,1.0,p,700,79.0,2.0,0.0-13.0-1.31,80,434,acquisition,sound/700,0.0,579413.0,481.0,audio-keyboard-response,negative,,,,81.0,80.0,
158,instrumental,1.0,q,300,80.0,2.0,0.0-13.0-1.32,81,459,acquisition,sound/300,0.0,582476.0,484.0,audio-keyboard-response,positive,,,,81.0,80.0,
159,,1.0,q,,,2.0,0.0-16.0-1.0,81,578,generalization,sound/300,0.0,590835.0,489.0,audio-keyboard-response,positive,0,60.0,,81.0,80.0,
160,,1.0,p,,,2.0,0.0-16.0-1.1,80,564,generalization,sound/700,0.0,592904.0,492.0,audio-keyboard-response,negative,0,61.0,,81.0,80.0,
161,,1.0,space,,,2.0,0.0-16.0-1.2,32,489,generalization,sound/520,0.0,594899.0,495.0,audio-keyboard-response,control,,62.0,,81.0,80.0,
